	PC	ES1	EC	ES2	C	ES3
ppt_91775	2.098968872	1.333595071	2.957445503	1.430838441	5.661021096	2.227733773
ppt_202847	1.93864745	1.939931191	1.431228206	1.294550982	0.677525878	1.649433836
ppt_148747	10.43899136	4.849222957	11.17471579	7.215510985	5.912858329	7.703887838
ppt_222863	5.904786525	16.6671052	8.492014622	19.7975142	15.93340872	17.2908558
ppt_226897	4.343029608	3.019443302	4.031758624	2.273444069	2.072375213	2.461839588
ppt_223445	51.69605661	70.07306843	63.10107356	81.55414218	117.3896277	93.36167774
ppt_127393	3.251429367	3.063416274	3.366421191	3.192517343	6.431242769	4.32530991
ppt_170053	47.33679745	39.74676842	50.15804339	40.81535976	93.33197106	50.36243375
ppt_49152	57.68836903	49.7330019	49.65992846	29.08065872	26.63676697	28.47394223
ppt_177704	36.19533684	26.30653883	28.05503387	19.70778604	15.007361	19.5319853
ppt_251703	14.67668032	15.37053998	19.56508908	20.20820061	36.49949683	16.31769421
ppt_245609	14.6266149	15.9412623	13.0583552	11.95334907	24.41122197	15.92148186
ppt_57690	5.047483589	5.39371135	5.053594266	4.132461533	2.622274727	4.162905477
ppt_97515	5.050846446	4.864397298	4.120540607	5.61407293	7.823698794	5.626181399
ppt_113356	114.9908985	124.4881228	128.4615079	155.6028972	238.6737338	146.7005613
ppt_200357	2.196764498	3.889123845	2.376617992	2.717023701	1.195217506	2.05675175
ppt_120917	3.067949371	6.508430221	2.397725583	5.189236701	1.188675425	4.074122394
ppt_144964	56.09040151	98.26009598	38.18714726	40.64682644	20.47273672	48.78750071
ppt_220356	10.32946783	3.944092289	13.695157	6.362510143	25.57977526	10.04148515
ppt_183364	5.125593142	4.812672151	5.797360517	4.647350971	3.026606039	3.655088225
ppt_69572	6.060050391	4.614903589	7.035516058	6.249210306	13.21442371	7.778205463
ppt_120696	23.08559609	20.58945046	23.04502006	12.97572797	12.31701911	10.24355563
ppt_135865	22.41677573	9.221110514	23.44291004	5.9759781	43.66540793	5.900821421
ppt_194941	1.763700523	10.92093428	3.81002441	24.62493113	7.245022885	30.34726413
ppt_105865	8.904853645	5.982615152	6.423072622	4.479721849	3.360922791	4.040336902
ppt_252490	3.800901586	0	3.184154059	0	6.062594006	0
ppt_177462	3.505339059	4.217301628	3.950373833	5.051897629	2.026642331	5.293573802
ppt_194251	3.564743147	7.921715512	4.59980787	6.553638998	2.378687274	4.647696539
ppt_87109	9.32279437	8.196207645	10.25777124	8.218669048	19.19317325	7.162084772
ppt_250661	15.50780975	16.45538282	10.00984808	10.16981414	5.286319231	6.8678948
ppt_63941	8.718536411	25.1117116	7.469815613	20.32157243	14.00089417	12.09347555
ppt_128250	73.58822633	115.4806566	85.15956864	115.445601	158.0812262	106.123523
ppt_146783	8.992421111	3.93805425	14.58788669	6.143829314	27.20765308	11.38855351
ppt_132607	0.628217922	1.413080101	1.474478184	3.894139895	2.896706142	3.426786376
ppt_130098	5.521426645	3.607587389	3.776938265	2.120126646	1.943230388	2.828497968
ppt_230555	25.7888287	28.90510568	27.52307909	33.26452987	51.18422751	36.40630429
ppt_200099	27.53469011	17.30165337	40.57813921	26.96640705	21.79094028	30.04361476
ppt_146966	2.248584661	2.44862033	1.250712498	2.098760718	2.477467301	2.350763375
ppt_85967	0.274302098	1.435205525	1.322010182	3.734768138	2.612133616	4.820647177
ppt_128184	18.35094937	18.14179742	17.47800434	15.0079078	9.334917327	10.2273402
ppt_139591	3.912652414	2.201498455	2.512548736	6.376734619	4.812627263	10.39079158
ppt_211362	5.32138728	5.747341634	4.00455458	3.490195708	2.060984251	3.17610929
ppt_151476	2.192020893	2.736480453	1.948527026	2.471484639	3.772579775	2.764579496
ppt_171788	378.441362	273.2843086	294.1848276	164.9740907	158.6914559	153.3145214
ppt_48500	0.979562706	2.329895245	1.104070811	2.760764012	2.199124115	2.125620187
ppt_147158	50.21606057	39.49065111	43.56929995	28.22111349	23.42143988	28.9361732
ppt_245722	93.42298058	52.49884647	67.93356932	31.83897737	36.57699415	30.43333923
ppt_127542	2.262606889	7.803249183	2.01455086	8.72832514	3.869433233	6.539425101
ppt_110410	338.5870052	611.9403894	278.9205123	540.4338873	150.5042848	407.778948
ppt_208248	23.45715431	41.91578699	24.08620185	62.023738	44.76745157	52.11530988
ppt_132128	2.975191815	2.014539704	3.327600603	3.791516294	1.699949973	2.666409706
ppt_196966	0.073175423	15.54298325	0.226450366	17.92334389	0.056688713	16.06044945
ppt_177603	3.669893347	2.818830591	4.517822226	2.940117363	8.51753557	3.566740711
ppt_81862	2.523955611	1.327712272	2.285594621	1.238437681	1.137884701	1.052493692
ppt_53017	3.41003296	2.905719347	3.151443708	2.094327221	6.001359244	1.751703419
ppt_47728	42.68869448	36.65684369	39.26978127	40.81269544	72.846346	39.7124686
ppt_132336	40.96574811	85.24107298	64.44119192	163.6958993	119.4155826	226.7940944
ppt_253540	10.10195084	16.78947614	10.06715612	12.92409043	18.78501215	13.51510578
ppt_148726	2.822126656	1.602020315	3.280940447	1.133845269	1.680265099	0.899339619
ppt_117736	10.88317521	6.411378802	8.412972198	4.744132916	4.443135261	4.813785818
ppt_87425	14.87282057	16.55674936	10.01780421	7.454070028	5.318029247	6.403393316
ppt_230593	1.485093787	0	3.897675966	0	2.00791429	0
ppt_68791	0.443901115	0.729794803	1.364323826	2.529475485	2.663275412	5.322480708
ppt_84568	0.463735801	4.907312196	1.14785447	12.4752707	2.28307226	10.76269358
ppt_36282	99.79924691	102.7220314	113.3894684	121.0681135	209.8127023	160.9718239
ppt_194938	24.21086772	18.16297897	23.60014567	23.79145692	43.78578649	21.1900907
ppt_97527	4.026029348	4.813371024	4.025485143	5.575475167	7.60172747	5.927563842
ppt_57895	21.17106089	24.25033319	36.70120554	37.54156456	67.99513806	44.98987432
ppt_239204	3.436460587	1.955280302	4.81278837	3.691498118	9.067481731	5.122770286
ppt_139606	3.448531523	2.87080033	2.982875466	3.223088847	1.518544205	2.508221327
ppt_219474	4.126935349	26.23283247	3.868528449	27.56351943	1.992739747	21.84186402
ppt_42395	1.329574355	8.542405691	0.497017029	1.364832112	0.182084081	1.258736754
ppt_206460	1.437931113	3.763560312	3.412144451	5.159919576	6.466913912	4.907876593
ppt_71934	51.76841633	34.61689625	61.80919862	42.50344935	114.3812672	56.63340056
ppt_256587	9.448795822	11.84255359	8.512133613	10.1584105	4.507756903	8.414357406
ppt_252333	7.171692413	6.657193715	7.108158756	11.24602421	13.30755004	22.05883629
ppt_41468	1.641647215	0.905120801	1.402972741	0.820018593	2.751331385	1.032079757
ppt_122949	75.23954319	63.72968217	65.66485181	44.13562984	35.44373424	41.54812165
ppt_106427	2.225534702	1.771597449	2.977092307	2.50200578	1.508167112	3.889203518
ppt_130378	11.58072071	7.213214619	9.321901275	4.237887034	4.945789136	4.927507402
ppt_95469	5.953382235	5.332121832	8.957935774	6.738939223	4.751701132	4.761223518
ppt_120385	53.26302751	87.86551985	65.94700749	77.79589857	121.9620165	105.6154165
ppt_144264	16.49363492	10.1480577	20.16845264	7.261555493	10.8254216	5.613011069
ppt_86148	177.6159339	81.89989267	183.0786575	125.0938617	338.271177	167.1447009
ppt_168752	0.773613601	1.107889744	0.843097651	1.055189877	1.719818381	1.653639719
ppt_170105	7.237638745	4.872456747	7.745954479	10.50290083	14.46381476	9.850426834
ppt_236239	0.189063425	1.729585183	0.540591213	3.638596318	1.173660008	4.598755432
ppt_74119	7.426808167	9.330206157	8.120758467	8.758972609	15.16189833	9.77581827
ppt_204968	11.15992889	8.851742179	11.15315795	7.086590695	5.943686774	8.799808348
ppt_37091	7.878682971	9.09013704	6.165714118	12.22855234	11.52696364	10.19258193
ppt_93336	127.2477695	110.9088385	114.0268049	141.5332833	210.6150053	179.669772
ppt_127923	30.82659484	20.52228739	30.13263384	15.94741269	16.22911708	25.13987249
ppt_199394	1.310598583	6.296737713	2.112691376	6.897967483	4.051956554	7.558545112
ppt_47773	14.26421298	17.82690528	15.54785343	13.08475435	8.328218093	11.21877756
ppt_126894	14.92593275	27.44617009	18.62606217	28.50232385	9.990019654	25.80924676
ppt_77620	36.18469894	26.8119066	36.50926022	26.95118666	67.52167003	35.93260872
ppt_199388	51.75354948	65.37021992	65.8337806	103.4448956	121.6147812	131.4191437
ppt_193998	10.79748206	7.703688787	12.27938778	8.057215619	6.550175428	9.18525477
ppt_216646	2.985256553	4.180290287	2.173158234	5.814039577	1.07445476	3.138958261
ppt_177610	3.836851211	2.849096926	4.620664546	3.427154948	8.694337234	3.930162777
ppt_88615	2.789392937	2.937134542	3.644928163	2.082032429	6.898627044	2.303735204
ppt_166201	1.159663443	1.704381024	1.238254567	2.109012519	2.429234814	2.58629552
ppt_95259	51.12122911	36.92474326	52.90230164	52.25490424	28.58722186	41.30645022
ppt_60399	11.30763292	10.1644348	10.53546904	8.554797257	19.58355957	11.6704467
ppt_146028	4.371046499	3.314213128	4.560471227	3.036460935	2.386137946	3.55749983
ppt_111581	4.924812192	6.6798035	3.952665653	5.112087016	7.446911616	3.389310043
ppt_36731	22.00914928	14.26024097	16.8874966	9.277822139	9.064977921	8.885699883
ppt_128197	2.552789829	2.189527121	2.921366178	3.268187842	5.544299231	3.561984314
ppt_163731	0.279370353	2.489883227	0.958871127	2.323061557	0.436763774	3.30754291
ppt_22664	0.126666758	0.157862374	0.379573853	0.266880269	0.854299025	0.228439859
ppt_132448	4.397272833	4.128790951	5.724445518	5.129741028	10.71228586	10.35736852
ppt_86252	2.971343968	1.697605052	2.496441782	1.104113628	1.265243954	0.86839655
ppt_51804	0.772734244	12.83260884	0.253405211	1.052231946	0.07464457	1.086992037
ppt_109615	99.13433257	0.229236912	108.9568279	0.450523264	200.7971407	0.401698038
ppt_155986	11.63658429	48.97768335	10.64489394	76.86547968	19.7480608	106.6662232
ppt_74146	0.947805625	1.723630584	1.911031992	1.364031828	3.684559139	2.362444068
ppt_57974	8.042909596	100.692142	5.156825011	27.69812493	9.651491389	14.26880917
ppt_274996	6.702363271	7.179683072	4.128629371	5.913017828	2.141765884	4.073806223
ppt_153273	21.84497431	26.67522455	24.87157334	35.17819938	45.93879161	48.59317445
ppt_225161	2.444031018	1.984529601	2.210103879	1.358474757	1.109628512	1.146272818
ppt_154780	26.18592807	22.73128049	22.23338509	14.59567339	11.98107442	12.50967825
ppt_167134	6.386583095	5.46695581	7.513293369	7.171396203	13.99362283	6.301640783
ppt_144922	22.78430698	33.40762677	30.02215323	41.75739951	55.39824341	46.94799681
ppt_58224	5.337472034	9.996533152	7.189939482	10.60465808	13.39953901	6.792932498
ppt_113207	2.241171775	1.416694579	2.082659552	1.340812195	1.037941492	1.50563935
ppt_233681	6.044942443	6.711043925	6.911606105	5.718797515	12.87300015	7.609755597
ppt_127409	33.79524934	90.16529703	38.60990294	131.6051016	20.89232813	184.0630761
ppt_74125	8.941340549	10.02077146	11.41088362	10.00958772	21.14438108	12.0766516
ppt_42968	26.32963251	24.25931609	25.07695391	41.2406173	46.27317438	43.36344887
ppt_153949	23.70897153	19.31240615	22.26154753	18.67189754	41.08717671	18.29434969
ppt_174199	3.435312838	5.542457291	3.503303852	2.965959963	6.615893402	4.03703841
ppt_251028	5.755401821	0.041621553	6.058993955	0.030176299	11.31656875	0.01704909
ppt_241775	3.382862228	5.564603132	4.062960034	11.87869471	7.621470493	11.89292437
ppt_68328	0.21585722	1.663795151	1.05503232	2.515903836	0.492432914	6.070456775
ppt_133623	5.454710994	5.195121618	8.709197644	4.569140235	16.16111368	6.043092619
ppt_184011	7.72792156	5.333649765	7.909340383	6.693727373	4.204393596	5.060190666
ppt_86578	8.049494314	2.43271649	9.626635232	4.050158531	17.84242006	4.6710755
ppt_161802	174.7257658	140.9937804	223.2994854	204.2872251	410.4614659	202.4022789
ppt_168403	0.326376799	1.593899275	1.047528232	2.282235114	2.072022545	3.762404384
ppt_133683	900.3486564	948.3287059	1079.463387	1113.107345	1983.3882	1289.649779
ppt_109616	83.07881213	0.365579973	86.46049312	1.031611471	158.9941216	0.771987181
ppt_87296	22.1591149	0	29.89349422	0	55.06854296	0
ppt_69698	28.98157377	25.54725339	52.79764542	40.62975202	97.1512708	51.37749581
ppt_49150	63.26235845	52.26379979	53.92273375	30.05939398	29.25638287	29.27977183
ppt_79816	161.6360623	191.5651283	179.3042226	230.5570263	329.4581441	202.8140817
ppt_122955	80.73556186	65.86255577	71.87912684	45.75117771	39.04331696	46.78767864
ppt_227396	21.01423883	15.95069921	18.20941539	14.18249216	9.823905211	12.90676772
ppt_119868	11.23072182	12.1164292	9.971911352	11.05554731	5.329950707	10.51610854
ppt_156062	0.725719084	0.681797313	0.568331217	0.604183288	1.19853913	1.043687756
ppt_85948	8.840054034	10.16245389	10.55827682	10.8416345	19.53606964	11.11686075
ppt_154779	29.64383606	26.56280626	24.98405333	16.21841849	13.50957209	13.37558326
ppt_182959	36.07256203	69.48059779	24.95931067	56.49767485	13.50038249	49.42082806
ppt_97475	1.684030469	9.162057393	8.27473689	24.38159651	15.35181156	26.61242024
ppt_44467	0.757184711	2.009109209	1.090443292	2.038752971	2.157947096	1.755248871
ppt_61056	901.174847	672.1151228	771.474216	717.2313712	420.2047633	713.5297373
ppt_147157	59.02528711	44.44344591	50.90401573	31.67739538	27.64052213	33.42221077
ppt_235667	6.469509701	0.592188477	5.141612153	0.364106863	9.582991178	0.416942794
ppt_37166	6.994029943	4.319834924	7.641808136	4.883260054	4.068553172	5.846963051
ppt_230550	25.79530147	30.87346643	27.26543403	32.88215348	50.17165953	37.24872327
ppt_155822	5.8121074	4.012438384	4.279183269	3.729915595	2.231314891	3.446633352
ppt_140168	2.600778616	1.557113745	1.948367421	1.750454169	3.72484777	2.361730591
ppt_109960	1.005599542	5.627311565	1.873585673	3.533267004	0.92525949	5.377295963
ppt_58083	5.043937964	10.30343744	4.368880289	7.80518208	2.281900762	5.856159328
ppt_209308	2.7523785	2.381588677	2.446327496	1.71336751	1.2438654	2.034958255
ppt_239740	135.9731645	114.4183679	110.9294662	82.76900149	60.41798542	88.50310136
ppt_118847	7.506669139	13.37299561	8.666101682	18.09611957	16.03606949	14.67379598
ppt_253676	35.71692112	28.09757844	38.95863429	27.92366666	21.15984778	26.80297638
ppt_131971	1.365746673	0	1.255085302	0	0.598396502	0
ppt_84570	0.170307334	1.765313729	0.625672383	4.427431047	1.290148503	4.227476723
ppt_135811	0	0.050871922	0.030767112	0.213244705	0.173100449	0.497412888
ppt_113624	0.031633654	4.146872326	0.143676161	2.108388471	0.028344357	1.756897206
ppt_247355	0.007941449	0.27500637	0.03434976	0.5224315	0.179787733	0.62617549
ppt_164429	61.35964302	79.26644593	83.78648669	76.65424687	153.6816148	90.49243687
ppt_53011	6.195551905	3.496079623	8.950303611	9.228293681	16.55462456	13.26435089
ppt_146274	18.12368208	19.10335355	25.78869044	24.61031739	47.39881513	31.2442841
ppt_194488	37.39433725	24.86959357	29.6116755	21.71117928	16.06794182	22.1943406
ppt_172160	11.70123896	18.34547688	15.72919361	24.2763863	28.96414911	23.88934191
ppt_77520	2.449993046	6.494878141	1.613341088	3.149718952	0.790196473	1.511017917
ppt_139554	2.895010627	2.850615536	3.308355089	5.011082889	1.708013606	2.966051378
ppt_142982	2.990261427	9.150506648	3.313385097	8.396069777	1.715322166	3.454277122
ppt_254154	1.935956067	1.591178651	1.736141554	2.149183885	3.345671392	2.165096588
ppt_167385	5.719583871	3.890643	5.625579504	3.084994893	2.969923029	3.547934337
ppt_165915	6.87433005	7.734695169	6.801613632	7.208420345	3.612533952	4.823728967
ppt_209257	0.915916404	2.857916498	1.667157548	4.080069563	3.202587279	4.8899063
ppt_41101	27.9846054	28.88905504	33.48158108	29.30208841	61.42107648	38.56834411
ppt_194446	0.313187341	0.121753868	0.538823286	0.413997256	1.132949248	0.573696056
ppt_152683	2.742641424	0.566675613	4.386563354	0.953149405	8.183104745	1.249058483
ppt_232763	1.720287315	8.597752321	2.544160871	11.27760777	4.821678859	11.5221333
ppt_235823	3.183191086	0.223333696	2.371151528	0.03732405	4.50895058	0.119221717
ppt_100972	0.789060149	0.646335752	0.850068057	1.312486448	0.376781954	0.3927168
ppt_113149	33.26657901	33.62656613	24.03760741	22.90552103	13.04592997	24.95958219
ppt_234445	428.588281	385.028467	787.5972671	562.660896	1440.931881	734.0110678
ppt_220633	31.29428902	29.23260555	25.01776203	22.45812519	13.58238957	19.12329975
ppt_211139	14.70042354	17.77232863	10.48002444	11.28007069	5.633730054	7.360723297
ppt_207826	4.084984332	4.272833917	4.434538916	3.351135113	2.328183865	3.789132091
ppt_89105	29.61578526	20.51685526	21.47193621	13.61587888	11.64334377	11.57982102
ppt_132783	17.42510695	8.569702378	20.53111492	16.54739761	37.70140022	19.24625274
ppt_148168	3.091437903	1.016494631	2.681490698	1.190945449	1.39198454	1.098356213
ppt_183172	21.15837456	14.09350656	19.48913866	17.86521229	35.79368373	23.90516179
ppt_194006	5.165037132	6.805538053	6.570992865	6.357454398	3.497906675	4.950687928
ppt_211842	1.842702188	0.363578093	2.872107063	0.792046238	5.404328165	4.444358838
ppt_163362	0.033032859	0.215756632	0	0.21703394	0.091036337	0.598000395
ppt_110023	0.144326825	11.30141215	0.078226651	9.442688005	0	10.98951119
ppt_131042	0.067842887	4.005989216	0.069396446	5.450080617	0	3.589097493
ppt_265881	0.197800731	5.44860779	0.084653584	1.340773536	0	0.904858709
ppt_202411	0.183581319	10.87465051	0.080096239	6.705756882	0	5.375018836
ppt_118067	1.09585117	18.62659248	0.078875422	1.704727981	0	1.20385577
ppt_26628	0.721522498	21.13766978	0.075864819	1.567797148	0	2.517311235
ppt_144743	0.144147071	10.2960559	0.075864819	6.241095937	0	6.025432591
ppt_233376	0.039575103	2.489327612	0.075864819	3.028433774	0	4.446458218
ppt_160091	0.484950208	6.126371263	0.075864819	0.591290541	0	0.218467234
ppt_140059	0.27309239	7.143903006	0.073423185	11.94541539	0	6.236198211
ppt_256959	0	0	0.069191764	0	0	0
ppt_230114	0	5.455383761	0.069191764	1.008036211	0	1.176593717
ppt_248299	0.075084734	3.417333755	0.069191764	5.314819161	0	7.42442961
ppt_196963	0.077751002	4.998010209	0.07098155	4.787518922	0	4.954841895
ppt_223440	0.294430222	3.194667761	0.067970947	3.010489758	0	1.230998703
ppt_144740	0.039007642	5.932698677	0.067970947	4.68501133	0	5.151532079
ppt_55132	0.193128898	0	0.082045631	0	0	0
ppt_241879	18.10477278	22.61173233	16.74505445	20.77268731	9.06486544	18.2169993
ppt_65767	1.850517127	1.934171574	1.986100503	2.653688468	3.77920021	2.314082694
ppt_97753	3.463328139	2.686923178	3.517364311	3.679102633	6.574838292	5.055258967
ppt_199967	1.120431446	1.097540672	1.089171246	1.097289136	2.149262186	0.797954985
ppt_73971	75.14876513	52.61134738	94.54134267	88.57306477	172.9304249	104.2631414
ppt_127271	177.8308833	122.728596	186.2172537	138.0831497	340.4739328	169.4661513
ppt_107712	15.96211777	13.70758689	17.24116089	16.79942036	31.65675882	21.55527024
ppt_112639	4.00199039	9.045712513	5.311411564	12.00173283	9.851328068	11.54265401
ppt_56812	16.73330363	9.669707239	16.94370735	12.16595085	9.170543307	9.161663562
ppt_239494	47.01051952	39.64356701	59.81471529	56.88581072	109.4237106	56.30985481
ppt_97526	0.745138891	0.911896568	0.591370776	0.629029123	1.231918514	0.917545572
ppt_190294	5.13967067	4.953072128	5.224557348	2.878740133	2.763076511	3.97491131
ppt_274266	1.99345449	7.882004918	2.333579768	3.65406122	1.180495107	3.961734359
ppt_199412	17.47501731	39.41094381	25.3908789	51.16412586	46.52393985	58.45523295
ppt_93340	18.97130126	14.47382898	17.36115123	20.29565959	31.84771246	30.2028927
ppt_42964	2.781091347	3.773489136	3.272125387	4.76262904	1.704300983	5.087599171
ppt_215938	3.329437991	2.82371677	2.310541569	2.091342311	4.370573871	1.889738131
ppt_80389	0.437622124	0.724476395	0.711930651	1.781934313	1.45928894	2.539742308
ppt_165158	2.860956529	0	2.414134885	0.138171281	1.234711138	0.014578674
ppt_81713	74.40129992	255.5258396	72.10018739	183.3753057	131.7460592	248.2287624
ppt_44402	1.212407562	0.992368213	1.52423318	2.223617081	0.744722388	2.041400904
ppt_170469	2.457963651	2.996312822	2.589456546	4.256843995	4.881652363	6.779243294
ppt_53006	12.16646207	9.885085	18.3794543	20.66536898	33.69237029	29.92982328
ppt_76261	23.97997336	16.05532504	22.67259704	14.38560649	12.33224808	13.08523404
ppt_52961	16.18118615	12.1065747	19.95901951	19.66258278	36.56829261	22.65054077
ppt_65956	100.0243597	119.9181982	116.9832172	55.03629862	64.02313175	53.13425614
ppt_146655	22.06539403	21.46084568	23.34805755	19.73945502	42.74288919	27.48305086
ppt_237597	0.475978805	4.109059006	1.179286858	6.717285549	2.317454106	4.807836462
ppt_198641	2.225900869	4.820670895	6.968459463	7.418168052	12.87425982	5.702546049
ppt_170072	50.042807	42.48782723	52.88021755	41.76808835	96.59701932	52.57473764
ppt_179788	10.69738743	14.12097135	8.274737688	12.17908277	15.25459103	13.26674032
ppt_206729	14.28832878	41.31188241	13.95115127	41.73741885	7.557953882	41.65390514
ppt_137071	7.357334034	5.89339703	6.169639993	3.998588422	3.284733854	3.934852475
ppt_67124	2.908273913	3.851947602	1.403896208	1.16194216	0.684939717	0.977602076
ppt_208969	0.608383236	1.985896721	0.761122033	3.508721958	1.542338403	3.977400337
ppt_210284	4.528733893	4.552019704	3.635594566	6.824554443	6.773082364	5.758552322
ppt_86099	39.86435122	25.25562689	52.53820638	30.19316822	95.89330913	32.03420421
ppt_187144	0.266624931	1.82692489	0.568941626	2.570100051	1.182797158	2.446269182
ppt_94881	34.54647503	0	34.48193199	0.015880795	18.82002416	0
ppt_125547	0.835217423	6.794935067	0.493773732	3.746886677	0.186523258	2.452073493
ppt_51743	5.619494239	4.598384178	5.173231237	3.772810654	2.74235916	2.741160799
ppt_173202	1.226919383	0.067771154	0.611950479	0.194966638	1.329422784	0.131320496
ppt_113760	12.56237493	10.23453498	12.68243993	9.924615887	23.25745889	12.33748449
ppt_147156	50.19652106	38.13863629	42.46247945	27.58575938	23.21396169	27.51114892
ppt_236151	3.780591652	0.573677532	2.359442314	0.300009094	1.207178411	0.232783128
ppt_78794	10.1584159	20.24069058	10.39553569	15.84353788	5.613814903	11.2195266
ppt_143422	14.65866407	12.98737233	12.4513194	13.37722901	6.736876517	14.26107603
ppt_165369	3.029225495	0.746642107	4.282822145	1.02235104	7.969341047	1.288457231
ppt_210285	3.21274439	5.410590711	3.213908112	7.027176871	5.997742086	6.424423772
ppt_257376	5.739721738	6.169163864	5.449915415	5.971462754	10.07211799	8.116727636
ppt_96170	6.694127991	22.68920045	5.777175831	12.60332868	10.67512691	12.2901012
ppt_206302	3.987683367	3.904739396	5.722205847	5.970377862	10.56876971	7.550958563
ppt_84461	3.590827668	3.966298834	2.689527435	5.832636412	5.04975771	8.790640665
ppt_118126	11.95613566	9.843886217	11.63567591	9.366679881	21.32680706	11.35442968
ppt_235822	4.544502008	0.249082921	3.867665205	0.06771301	7.205119394	0.144795351
ppt_231118	90.37592678	72.53136243	73.43745243	55.33176365	40.25486649	47.15056115
ppt_61058	774.1796037	558.7592702	651.0442285	579.2339533	357.6371468	600.8589746
ppt_250603	1.608698883	2.481063859	4.494300776	3.55897743	2.373433375	2.947046915
ppt_137927	12.88519289	5.122042469	13.1269517	5.414137747	7.112955846	5.306355177
ppt_39751	3.728255753	1.613775705	2.120905019	1.128012147	1.069867767	0.887819099
ppt_119640	4.073311803	2.150801848	6.183467758	1.482427869	11.39182497	1.881958013
ppt_194418	9.734301226	11.3552484	8.629943588	8.765731448	4.645618248	9.792147265
ppt_146434	4.316125776	11.51266188	7.170158927	13.94896509	13.21104456	11.55894189
ppt_125109	1.44714834	0.866845854	1.546750563	0.979677192	2.964933631	0.891340288
ppt_161749	5.600926617	9.880885373	7.617153541	9.959070125	4.088341729	10.09028712
ppt_121551	3.884117265	3.861177758	3.002536496	3.750522148	5.630334186	6.65290023
ppt_187707	9.882815525	4.773721816	12.34065889	5.062563962	6.694312855	7.087351163
ppt_92170	21.80336757	9.747746546	22.21523823	10.96742241	12.11797893	11.30918001
ppt_97169	7.936105652	7.910945851	5.781287726	9.750036832	3.079043316	10.14827114
ppt_141758	10.34142246	18.43616612	11.64635772	16.82432242	21.33343992	15.34351297
ppt_72137	39.39641423	43.67618291	67.71843148	85.60480392	123.3101821	71.36086668
ppt_101266	1.492582486	0.792729934	1.015060926	0.144526387	0.475237833	0.646408473
ppt_123188	25.60935295	23.69873916	27.80848362	25.92373086	50.70586837	30.40253719
ppt_55622	7.947455517	5.720226378	7.824383328	7.932551702	14.38112622	8.268421292
ppt_81864	3.677599671	1.56233905	4.114060728	1.390791609	2.164254789	1.436898819
ppt_208942	19.89539916	15.8616238	21.12462521	27.72249238	38.54379266	32.0433703
ppt_183169	30.0875301	14.73584787	30.08624494	23.26816802	54.829737	33.61364919
ppt_97897	3.686400034	0.169915374	2.969733477	0.123895112	5.56018172	0.197931389
ppt_199387	68.96012785	85.02373042	88.85442758	135.8004488	161.6153644	171.1004071
ppt_239031	20.41395238	14.6744519	22.43626927	15.84837736	40.92736715	18.09348623
ppt_185845	0.184733671	3.704403539	0.163212873	0.3327652	0.035840658	0.511350779
ppt_202759	13.05958557	17.32160426	7.837598968	9.517432781	14.38962712	8.925096621
ppt_120915	2.416379337	5.320500174	2.286686123	4.309610941	1.154469913	3.637816092
ppt_87115	9.359813242	8.650707789	10.17309751	7.691207857	18.63176918	7.959098278
ppt_203534	0.946661987	1.286018919	0.759616731	0.685042625	0.326096508	0.60321314
ppt_205058	2.76585537	2.507613836	2.016328015	1.766617315	3.816813919	2.078688281
ppt_86101	39.16540716	27.73178347	49.86300283	32.85474627	90.71107729	33.2159952
ppt_39385	0.750247072	1.275392654	1.002257491	2.999243449	0.456609367	5.971958634
ppt_203332	20.49273348	29.07314038	15.50802094	15.00646232	8.441862631	9.773866105
ppt_124774	7.297554837	2.554604498	6.3612611	2.879669002	3.424941766	2.534779727
ppt_274752	1.376805155	1.693261279	5.129660129	3.019127045	9.467002591	2.425029683
ppt_151481	5.083337354	4.414979202	4.413225284	4.763352894	8.170090524	5.52646023
ppt_210288	3.50640894	4.720836374	3.431895636	6.047160232	6.386844813	5.899948741
ppt_213545	4.092718855	4.571074624	3.573283053	2.896780809	1.867660115	3.297409766
ppt_209704	59.96267421	56.14267153	56.40339074	78.15650479	102.5412431	128.5676252
ppt_73072	4.507198806	3.89095116	4.462124108	4.476741455	2.366278334	4.208235126
ppt_223654	2.084799129	4.443509756	2.875581336	2.520982971	5.382282706	1.688316849
ppt_194414	11.52865465	15.56552932	11.66787455	12.95725209	6.334990386	12.51140631
ppt_184844	30.42905245	4.320288864	15.59932471	4.43180792	28.47425216	7.250340633
ppt_103625	11.27548598	12.15728295	10.47409761	14.67525228	5.67486033	11.77725842
ppt_77149	43.90024806	24.51131592	42.39094608	21.80139257	23.26522999	24.89606647
ppt_73973	35.5402489	27.72645561	41.81706048	46.74399889	76.0205158	52.31382188
ppt_62695	6.379192636	5.934587786	3.351365097	2.685712164	1.751549713	1.907697124
ppt_207879	2.028196463	2.10204478	1.334579564	1.29106793	2.581536947	1.143414575
ppt_116168	57.54898909	30.85224309	84.56655473	47.78633797	153.5769834	54.5160802
ppt_155461	0.428339855	0.583010454	0.434754232	0.310515362	0.155227055	0.390027516
ppt_53002	3.397357648	2.692046059	4.053947006	4.844988689	7.506590123	4.92974495
ppt_60562	0.917163026	1.676926983	1.40681494	0.447123831	0.692555315	3.348024351
ppt_164567	1.099770719	1.146893097	1.381285594	0.855061373	2.658300034	0.626213406
ppt_211859	19.97067445	37.09202531	29.5307202	73.96473425	53.72055971	94.8921478
