	PC	ES1	EC	ES2	C	ES3
ppt_91499	0	0	0	0	23.76966905	0
ppt_211856	0	0	0	0	23.76644758	0
ppt_163345	0	0	0	0	23.76415795	0
ppt_164946	0	0	0	0	23.76515882	0
ppt_251564	0	0	0	0	23.76741722	0
ppt_192609	0	0	0	0	23.76507785	0
ppt_57158	0	0	0	0	23.75887665	0
ppt_179253	0	0	0	0	23.76221838	0
ppt_224417	0	0	0	0	23.75981984	0
ppt_181920	0	0	0	0	23.75699861	0
ppt_101152	0	0	0	0	23.75076516	0
ppt_236581	0	0	0	0	23.74767643	0
ppt_254172	0	0	0	0	23.75460211	0
ppt_235766	0	0	0	0	23.74154255	0
ppt_121809	0	0	0	0	23.75026197	0
ppt_221546	0	0	0	0	23.74237999	0
ppt_93700	0	0	0	0	23.73927153	0
ppt_170336	0	0	0	0	23.74037815	0
ppt_206292	0	0	0	0	23.73802216	0
ppt_126628	0	0	0	0	23.7316191	0
ppt_83721	0	0	0	0	23.73376343	0
ppt_60870	0	0	0	0	23.72968635	0
ppt_41477	0	0	0	0	23.72814507	0
ppt_119323	0	0	0	0	23.72857647	0
ppt_230073	0	0	0	0	23.72920495	0
ppt_252639	0	0	0	0	23.72085671	0
ppt_47733	0	0	0	0	23.72049675	0
ppt_118533	0	0	0	0	23.71353674	0
ppt_113373	0	0	0	0	23.71150021	0
ppt_188855	0	0	0	0	23.71144317	0
ppt_76984	0	0	0	0	23.71324981	0
ppt_186291	0	0	0	0	23.69701427	0
ppt_183871	0	0	0	0	23.7149312	0
ppt_220763	0	0	0	0	23.69185376	0
ppt_214726	0	0	0	0	23.69570318	0
ppt_93500	0	0	0	0	23.69514155	0
ppt_142598	0	0	0	0	23.68920634	0
ppt_192684	0	0	0	0	23.6908875	0
ppt_58102	0	0	0	0	23.68319056	0
ppt_225441	0	0	0	0	23.67564292	0
ppt_193409	0	0	0	0	23.67389988	0
ppt_239347	0	0	0	0	23.66411256	0
ppt_70223	0	0	0	0	23.66438528	0
ppt_184254	0	0	0	0	23.66650727	0
ppt_44529	0	0	0	0	23.65454907	0
ppt_65809	0	0	0	0	23.65403511	0
ppt_125026	0	0	0	0	23.64219528	0
ppt_221683	0	0	0	0	23.6497173	0
ppt_207371	0	0	0	0	23.64927338	0
ppt_70162	0	0	0	0	23.64714718	0
ppt_118038	0	0	0	0	23.6458849	0
ppt_76511	0	0	0	0	23.64289361	0
ppt_92127	0	0	0	0	23.62588888	0
ppt_149152	0	0	0	0	23.62525311	0
ppt_85677	0	0	0	0	23.62690734	0
ppt_130783	0	0	0	0	23.62301902	0
ppt_140403	0	0	0	0	23.62453375	0
ppt_79144	0	0	0	0	23.62426355	0
ppt_38413	0	0	0	0	23.62188165	0
ppt_210083	0	0	0	0	23.61653088	0
ppt_68736	0	0	0	0	23.61738964	0
ppt_114864	26.78501856	2.449133679	30.30761805	0.285075606	0	0.368265941
ppt_131449	0	0	0	0	23.61218548	0
ppt_107663	0	0	0	0	23.60576801	0
ppt_118914	0	0	0	0	23.60836917	0
ppt_153337	0	0	0	0	23.60769076	0
ppt_154497	0	0	0	0	23.60549558	0
ppt_250905	0	0	0	0	23.60000484	0
ppt_203160	0	0	0	0	23.59683619	0
ppt_196959	0	0	0	0	23.59652036	0
ppt_77076	0	0	0	0	23.59689164	0
ppt_139701	0	0	0	0	23.5972836	0
ppt_220761	0	0	0	0	23.59387285	0
ppt_88089	0	0	0	0	23.59509616	0
ppt_112169	0	0	0	0	23.58983767	0
ppt_139704	0	0	0	0	23.58853697	0
ppt_166969	0	0	0	0	23.57776317	0
ppt_211504	0	0	0	0	23.57671769	0
ppt_155099	0	0	0	0	23.57337224	0
ppt_129197	0	0	0	0	23.56914622	0
ppt_182431	0	0	0	0	23.56232998	0
ppt_120204	0	0	0	0	23.56400283	0
ppt_249357	0	0	0	0	23.56497304	0
ppt_143207	0	0	0	0	23.56336071	0
ppt_147052	0	0	0	0	23.55812147	0
ppt_37414	0	0	0	0	23.55394354	0
ppt_203208	0	0	0	0	23.55066968	0
ppt_131094	0	0	0	0	23.54121259	0
ppt_139742	0	0	0	0	23.53979893	0
ppt_119007	0	0	0	0	23.53756121	0
ppt_177931	0	0	0	0	23.53589334	0
ppt_139962	0	0	0	0	23.53188049	0
ppt_187256	0	0	0	0	23.52667793	0
ppt_93622	0	0	0	0	23.5261235	0
ppt_59937	0	0	0	0	23.5255903	0
ppt_71611	0	0	0	0	23.51943724	0
ppt_117479	0	0	0	0	23.51302745	0
ppt_104400	0	0	0	0	23.51165831	0
ppt_131092	0	0	0	0	23.51050083	0
ppt_214724	0	0	0	0	23.5080878	0
ppt_91965	0	0	0	0	23.50287232	0
ppt_193750	0	0	0	0	23.50241699	0
ppt_63531	0	0	0	0	23.50218101	0
ppt_126636	0	0	0	0	23.50024612	0
ppt_160245	0	0	0	0	23.50051212	0
ppt_201799	0	0	0	0	23.49403699	0
ppt_150116	0	0	0	0	23.49433364	0
ppt_87040	0	0	0	0	23.49588211	0
ppt_219641	0	0	0	0	23.49084607	0
ppt_65612	0	0	0	0	23.4904861	0
ppt_58704	0	0	0	0	23.48713035	0
ppt_116608	0	0	0	0	23.48644373	0
ppt_178333	0	0	0	0	23.48610199	0
ppt_130795	0	0	0	0	23.48319886	0
ppt_237295	0	0	0	0	23.47871826	0
ppt_113970	0	0	0	0	23.47978187	0
ppt_179258	0	0	0	0	23.47829715	0
ppt_183702	0	0	0	0	23.4777101	0
ppt_57009	0	0	0	0	23.47242869	0
ppt_206743	0	0	0	0	23.46900237	0
ppt_182548	0	0	0	0	23.46779196	0
ppt_75239	0	0	0	0	23.47054925	0
ppt_249882	0	0	0	0	23.46594215	0
ppt_71496	0	0	0	0	23.46286579	0
ppt_194771	0	0	0	0	23.46112377	0
ppt_121890	0	0	0	0	23.45090083	0
ppt_177930	0	0	0	0	23.45187153	0
ppt_92179	0	0	0	0	23.44806615	0
ppt_125206	0	0	0	0	23.45461533	0
ppt_134431	0	0	0	0	23.44856914	0
ppt_218962	0	0	0	0	23.43898357	0
ppt_121270	0	0	0	0	23.44095514	0
ppt_68221	0	0	0	0	23.43428496	0
ppt_118613	78.6698531	48.97023777	59.0198596	19.20013872	0.156714386	12.50275511
ppt_36792	0	0	0	0	23.43783827	0
ppt_148496	0	0	0	0	23.43079533	0
ppt_255061	0	0	0	0	23.42559015	0
ppt_110687	0	0	0	0	23.43044512	0
ppt_139966	0	0	0	0	23.42610924	0
ppt_164881	0	0	0	0	23.42830751	0
ppt_256414	0	0	0	0	23.42246308	0
ppt_208644	0	0	0	0	23.4239332	0
ppt_72388	0	0	0	0	23.42042804	0
ppt_167564	0	0	0	0	23.41149125	0
ppt_157605	0	0	0	0	23.41404726	0
ppt_194131	0	0	0	0	23.41324758	0
ppt_136788	0	0	0	0	23.41233328	0
ppt_188434	0	0	0	0	23.41194847	0
ppt_71553	0	0	0	0	23.40695027	0
ppt_81357	0	0	0	0	23.39993638	0
ppt_72643	0	0	0	0	23.39830331	0
ppt_146942	0	0	0	0	23.39370182	0
ppt_159469	0	0	0	0	23.39369809	0
ppt_126635	0	0	0	0	23.39001921	0
ppt_97737	0	0	0	0	23.38832601	0
ppt_90962	0	0	0	0	23.39050147	0
ppt_92125	0	0	0	0	23.38983766	0
ppt_166945	0	0	0	0	23.37855458	0
ppt_157344	0	0	0	0	23.37083071	0
ppt_88067	0	0	0	0	23.374774	0
ppt_183760	0	0	0	0	23.37335724	0
ppt_223594	0	0	0	0	23.37105108	0
ppt_52250	0	0	0	0	23.36903943	0
ppt_157902	0	0	0	0	23.37064186	0
ppt_193757	0	0	0	0	23.37010304	0
ppt_247288	0	0	0	0	23.37141815	0
ppt_196395	0	0	0	0	23.36013667	0
ppt_120613	0	0	0	0	23.35441144	0
ppt_141770	0	0	0	0	23.35126204	0
ppt_225887	0	0	0	0	23.35231676	0
ppt_131907	0	0	0	0	23.34657857	0
ppt_61577	0	0	0	0	23.34684718	0
ppt_238110	0	0	0	0	23.34436159	0
ppt_70709	0	0	0	0	23.34169024	0
ppt_225287	0	0	0	0	23.3391294	0
ppt_206624	0	0	0	0	23.33911799	0
ppt_182566	0	0	0	0	23.33773284	0
ppt_69867	125.7229894	135.322197	92.44951374	91.90725584	0.362686535	53.98562408
ppt_164939	0	0	0	0	23.33443094	0
ppt_203027	0	0	0	0	23.34148664	0
ppt_38612	0	0	0	0	23.32579278	0
ppt_240049	0	0	0	0	23.31929734	0
ppt_173609	0	0	0	0	23.31997923	0
ppt_79764	0	0	0	0	23.31897629	0
ppt_220573	0	0	0	0	23.31871488	0
ppt_228034	0	0	0	0	23.31581895	0
ppt_229824	0	0	0	0	23.30573726	0
ppt_48193	0	0	0	0	23.30724145	0
ppt_114439	0	0	0	0	23.29620809	0
ppt_171281	0	0	0	0	23.29883356	0
ppt_139700	0	0	0	0	23.30023678	0
ppt_76690	0	0	0	0	23.2942834	0
ppt_139740	0	0	0	0	23.29123198	0
ppt_99944	0	0	0	0	23.29390942	0
ppt_111730	0	0	0	0	23.29223642	0
ppt_253248	0	0	0	0	23.2836595	0
ppt_113884	0	0	0	0	23.28725486	0
ppt_211525	0	0	0	0	23.29000074	0
ppt_192355	0	0	0	0	23.28665267	0
ppt_229476	0	0	0	0	23.27865652	0
ppt_70724	0	0	0	0	23.2734119	0
ppt_63792	0	0	0	0	23.26740767	0
ppt_201278	0	0	0	0	23.26672984	0
ppt_78071	0	0	0	0	23.26200035	0
ppt_153250	0	0	0	0	23.26132513	0
ppt_217588	0	0	0	0	23.26346787	0
ppt_78537	0	0	0	0	23.25989063	0
ppt_181691	0	0	0	0	23.26137637	0
ppt_234170	0	0	0	0	23.26084896	0
ppt_252637	0	0	0	0	23.26000263	0
ppt_213446	0	0	0	0	23.25836439	0
ppt_211559	0	0	0	0	23.25505166	0
ppt_42830	0	0	0	0	23.25890726	0
ppt_171747	0	0	0	0	23.25683762	0
ppt_177386	0	0	0	0	23.25725809	0
ppt_241443	0	0	0	0	23.25100039	0
ppt_48397	0	0	0	0	23.24893321	0
ppt_60620	0	0	0	0	23.24529323	0
ppt_209245	0	0	0	0	23.25101629	0
ppt_178640	0	0	0	0	23.24304662	0
ppt_164871	0	0	0	0	23.2385261	0
ppt_186571	0	0	0	0	23.23965245	0
ppt_173591	0	0	0	0	23.23267896	0
ppt_192769	0	0	0	0	23.23600406	0
ppt_79387	0	0	0	0	23.23225833	0
ppt_55973	0	0	0	0	23.23274629	0
ppt_148482	0	0	0	0	23.23197449	0
ppt_98645	0	0	0	0	23.22026422	0
ppt_76376	0	0	0	0	23.21236227	0
ppt_125029	0	0	0	0	23.20087565	0
ppt_120511	0	0	0	0	23.20996848	0
ppt_148262	0	0	0	0	23.20522236	0
ppt_38708	0	0	0	0	23.19814669	0
ppt_113634	0	0	0	0	23.19453252	0
ppt_249885	0	0	0	0	23.19579939	0
ppt_93853	0	0	0	0	23.18917074	0
ppt_122962	0	0	0	0	23.18937351	0
ppt_199654	0	0	0	0	23.18580769	0
ppt_93864	0	0	0	0	23.18631537	0
ppt_87808	0	0	0	0	23.18788358	0
ppt_62343	0	0	0	0	23.1834196	0
ppt_52699	0	0	0	0	23.18210957	0
ppt_251660	0	0	0	0	23.18489798	0
ppt_157530	0	0	0	0	23.1832131	0
ppt_165113	0	0	0	0	23.18364093	0
ppt_157792	0	0	0	0	23.179875	0
ppt_129134	0	0	0	0	23.17999057	0
ppt_62123	0	0	0	0	23.17930917	0
ppt_94528	0	0	0	0	23.1758201	0
ppt_85672	0	0	0	0	23.17923177	0
ppt_194505	0	0	0	0	23.17177864	0
ppt_254304	0	0	0	0	23.16259793	0
ppt_132616	0	0	0	0	23.16354486	0
ppt_211816	0	0	0	0	23.15696444	0
ppt_97821	0	0	0	0	23.15767229	0
ppt_88542	0	0	0	0	23.1535998	0
ppt_62372	107.3807061	54.93385381	80.0999349	18.39387572	0.296210876	6.515464398
ppt_144716	0	0	0	0	23.14778268	0
ppt_192015	0	0	0	0	23.14281769	0
ppt_250920	0	0	0	0	23.14662979	0
ppt_47737	0	0	0	0	23.14103053	0
ppt_74436	0	0	0	0	23.13857607	0
ppt_113156	0	0	0	0	23.13930364	0
ppt_106406	0	0	0	0	23.13424217	0
ppt_100945	0	0	0	0	23.13148638	0
ppt_107443	0	0	0	0	23.13305458	0
ppt_37459	0	0	0	0	23.13869427	0
ppt_220815	0	0	0	0	23.1282332	0
ppt_225721	0	0	0	0	23.14379834	0
ppt_217078	0	0	0	0	23.12281699	0
ppt_246931	0	0	0	0	23.12036142	0
ppt_214725	0	0	0	0	23.12051073	0
ppt_156075	0	0	0	0	23.11394845	0
ppt_36986	0	0	0	0	23.10527567	0
ppt_65853	0	0	0	0	23.1036425	0
ppt_90731	0	0	0	0	23.10508672	0
ppt_38820	0	0	0	0	23.1046848	0
ppt_71563	0	0	0	0	23.10249373	0
ppt_172225	0	0	0	0	23.09969119	0
ppt_150650	0	0	0	0	23.09669531	0
ppt_112538	0	0	0	0	23.09589152	0
ppt_73852	0	0	0	0	23.0925653	0
ppt_256410	0	0	0	0	23.07785059	0
ppt_52430	60.57943412	36.52587225	29.6282386	14.56692011	0	7.992602312
ppt_121822	0	0	0	0	23.06664998	0
ppt_144320	0	0	0	0	23.06406481	0
ppt_77054	0	0	0	0	23.06548307	0
ppt_118523	0	0	0	0	23.06046366	0
ppt_243521	0	0	0	0	23.0631452	0
ppt_131161	0	0	0	0	23.05677796	0
ppt_79466	0	0	0	0	23.05428357	0
ppt_222840	0	0	0	0	23.05417308	0
ppt_149759	0	0	0	0	23.04869001	0
ppt_46039	0	0	0	0	23.05255344	0
ppt_88335	0	0	0	0	23.04797018	0
ppt_155101	0	0	0	0	23.04814849	0
ppt_254423	0	0	0	0	23.04102458	0
ppt_99391	0	0	0	0	23.03496016	0
ppt_154120	0	0	0	0	23.03459918	0
ppt_105897	0	0	0	0	23.03693695	0
ppt_79096	0	0	0	0	23.0321338	0
ppt_235733	0	0	0	0	23.03383111	0
ppt_145782	0	0	0	0	23.02582253	0
ppt_161226	0	0	0	0	23.02413765	0
ppt_119008	0	0	0	0	23.02367868	0
ppt_120437	0	0	0	0	23.02092701	0
ppt_125077	0	0	0	0	23.02285555	0
ppt_175358	0	0	0	0	23.01405555	0
ppt_181918	0	0	0	0	23.0129162	0
ppt_39280	0	0	0	0	23.01135733	0
ppt_130823	0	0	0	0	23.00602406	0
ppt_157603	0	0	0	0	23.00301257	0
ppt_92659	0	0	0	0	22.99931556	0
ppt_88351	0	0	0	0	22.99384279	0
ppt_86396	0	0	0	0	22.99378155	0
ppt_57593	0	0	0	0	22.99341225	0
ppt_84030	0	0	0	0	22.98166104	0
ppt_131441	0	0	0	0	22.98070309	0
ppt_81199	0	0	0	0	22.9761001	0
ppt_172206	0	0	0	0	22.97509764	0
ppt_55748	0	0	0	0	22.9709743	0
ppt_176322	0	0	0	0	22.95899058	0
ppt_170829	0	0	0	0	22.95105867	0
ppt_179986	0	0	0	0	22.94975337	0
ppt_117816	0	0	0	0	22.94568968	0
ppt_253670	0	0	0	0	22.93873069	0
ppt_91959	0	0	0	0	22.94151181	0
ppt_93865	0	0	0	0	22.9387752	0
ppt_74642	0	0	0	0	22.93938348	0
ppt_57801	0	0	0	0	22.93690099	0
ppt_228463	0	0	0	0	22.93514766	0
ppt_26808	0	0	0	0	22.93467831	0
ppt_241916	0	0	0	0	22.92827984	0
ppt_232067	0	0	0	0	22.92646686	0
ppt_157541	0	0	0	0	22.92010223	0
ppt_128209	0	0	0	0	22.91882061	0
ppt_100144	0	0	0	0	22.9124135	0
ppt_246485	0	0	0	0	22.91531908	0
ppt_55203	0	0	0	0	22.91346927	0
ppt_55602	0	0	0	0	22.90381526	0
ppt_49166	0	0	0	0	22.90109828	0
ppt_218282	0	0	0	0	22.90506747	0
ppt_38735	0	0	0	0	22.9044633	0
ppt_249511	0	0	0	0	22.89956319	0
ppt_202311	0	0	0	0	22.89885326	0
ppt_249888	0	0	0	0	22.89879511	0
ppt_218960	0	0	0	0	22.89585008	0
ppt_206220	0	0	0	0	22.89700543	0
ppt_207356	0	0	0	0	22.89854511	0
ppt_210362	0	0	0	0	22.89849378	0
ppt_52656	0	0	0	0	22.89460743	0
ppt_226149	0	0	0	0	22.8940401	0
ppt_215129	0	0	0	0	22.88474644	0
ppt_238985	0	0	0	0	22.88195541	0
ppt_223705	0	0	0	0	22.88672893	0
ppt_93295	0	0	0	0	22.88238473	0
ppt_126860	0	0	0	0	22.87855702	0
ppt_208239	0	0	0	0	22.87720919	0
ppt_230076	0	0	0	0	22.8789412	0
ppt_93862	0	0	0	0	22.87525971	0
ppt_211810	0	0	0	0	22.87272327	0
ppt_143061	0	0	0	0	22.87018476	0
ppt_250312	0	0	0	0	22.8768977	0
ppt_221568	0	0	0	0	22.86993055	0
ppt_42826	0	0	0	0	22.86551989	0
ppt_178332	0	0	0	0	22.86050048	0
ppt_250541	0	0	0	0	22.85147431	0
ppt_182742	0	0	0	0	22.85043976	0
ppt_56677	0	0	0	0	22.84852348	0
ppt_192680	0	0	0	0	22.8458123	0
ppt_120254	0	0	0	0	22.83671721	0
ppt_139964	0	0	0	0	22.83841659	0
ppt_158369	0	0	0	0	22.83749659	0
ppt_152286	0	0	0	0	22.84130608	0
ppt_184898	0	0	0	0	22.83473248	0
ppt_69590	0	0	0	0	22.82946147	0
ppt_52218	0	0	0	0	22.82508195	0
ppt_72608	0	0	0	0	22.82472565	0
ppt_223579	0	0	0	0	22.81982544	0
ppt_133586	0	0	0	0	22.81907186	0
ppt_153207	0	0	0	0	22.8102492	0
ppt_107630	0	0	0	0	22.80634212	0
ppt_60973	0	0	0	0	22.80333792	0
ppt_205505	0	0	0	0	22.80689891	0
ppt_269089	0	0	0	0	22.80327967	0
ppt_52261	0	0	0	0	22.79840807	0
ppt_194811	0	0	0	0	22.79459017	0
ppt_100070	0	0	0	0	22.7974014	0
ppt_177438	0	0	0	0	22.79312566	0
ppt_122210	0	0	0	0	22.79681846	0
ppt_143002	0	0	0	0	22.79314474	0
ppt_236832	0	0	0	0	22.78486437	0
ppt_76330	0	0	0	0	22.78135249	0
ppt_169607	0	0	0	0	22.77873199	0
ppt_97565	0	0	0	0	22.78524942	0
ppt_122213	0	0	0	0	22.77639413	0
ppt_173613	0	0	0	0	22.77483622	0
ppt_211817	0	0	0	0	22.77299163	0
ppt_173793	0	0	0	0	22.77175169	0
ppt_92368	0	0	0	0	22.77106134	0
ppt_52795	0	0	0	0	22.76836781	0
ppt_41709	0	0	0	0	22.76698837	0
ppt_134403	0	0	0	0	22.7683403	0
ppt_200244	0	0	0	0	22.76596	0
ppt_222893	0	0	0	0	22.76489885	0
ppt_74558	0	0	0	0	22.76079774	0
ppt_49840	0	0	0	0	22.75562022	0
ppt_58393	0	0	0	0	22.75430043	0
ppt_181721	0	0	0	0	22.75184224	0
ppt_67359	0	0	0	0	22.74379945	0
ppt_233006	0	0	0	0	22.74721533	0
ppt_253842	0	0	0	0	22.74248893	0
ppt_133863	0	0	0	0	22.74518609	0
ppt_191882	0	0	0	0	22.74126339	0
ppt_163708	0	0	0	0	22.73995501	0
ppt_235662	0	0	0	0	22.74566303	0
ppt_170301	0	0	0	0	22.73732113	0
ppt_82436	0	0	0	0	22.73982169	0
ppt_222208	0	0	0	0	22.74447235	0
ppt_102543	0	0	0	0	22.73283791	0
ppt_86110	0	0	0	0	22.73413687	0
ppt_225436	0	0	0	0	22.73640929	0
ppt_210079	0	0	0	0	22.73050005	0
ppt_194052	0	0	0	0	22.73101541	0
ppt_183720	0	0	0	0	22.72782246	0
ppt_70927	0	0	0	0	22.71964736	0
ppt_78053	0	0	0	0	22.72002274	0
ppt_176924	0	0	0	0	22.71449304	0
ppt_146344	0	0	0	0	22.71664877	0
ppt_146861	0	0	0	0	22.71381052	0
ppt_67547	0	0	0	0	22.71330694	0
ppt_118522	0	0	0	0	22.7090426	0
ppt_100054	0	0	0	0	22.70229306	0
ppt_62981	0	0	0	0	22.69704065	0
ppt_206169	0	0	0	0	22.69444724	0
ppt_237185	0	0	0	0	22.6922084	0
ppt_221684	0	0	0	0	22.68440516	0
ppt_52639	0	0	0	0	22.68576899	0
ppt_36000	0	0	0	0	22.6807796	0
ppt_38659	0	0	0	0	22.67809486	0
ppt_208643	0	0	0	0	22.67378575	0
ppt_165206	0	0	0	0	22.66870312	0
ppt_41630	0	0	0	0	22.66892658	0
ppt_81355	0	0	0	0	22.6659131	0
ppt_211767	0	0	0	0	22.66466176	0
ppt_76375	0	0	0	0	22.66741073	0
ppt_231632	0	0	0	0	22.66500079	0
ppt_41773	0	0	0	0	22.65920189	0
ppt_63419	0	0	0	0	22.65251461	0
ppt_215573	0	0	0	0	22.65490681	0
ppt_106455	0	0	0	0	22.6527806	0
ppt_131518	0	0	0	0	22.65064609	0
ppt_211219	0	0	0	0	22.64563595	0
ppt_165351	0	0	0	0	22.64162722	0
ppt_151432	0	0	0	0	22.63830053	0
ppt_75243	0	0	0	0	22.63583862	0
ppt_114789	0	0	0	0	22.63641475	0
ppt_241887	0	0	0	0	22.63116355	0
ppt_225415	0	0	0	0	22.6354118	0
ppt_282033	0	0	0	0	22.63416045	0
ppt_71424	0	0	0	0	22.62740062	0
ppt_183290	0	0	0	0	22.62672539	0
ppt_134530	0	0	0	0	22.62423981	0
ppt_148498	0	0	0	0	22.6149051	0
ppt_100220	0	0	0	0	22.61752551	0
ppt_92220	0	0	0	0	22.6143704	0
ppt_119248	0	0	0	0	22.61774897	0
ppt_76851	0	0	0	0	22.61712199	0
ppt_252385	0	0	0	0	22.61375584	0
ppt_188952	0	0	0	0	22.60601114	0
ppt_163954	0	0	0	0	22.60263098	0
ppt_35869	0	0	0	0	22.6065063	0
ppt_63077	0	0	0	0	22.59836804	0
ppt_133148	0	0	0	0	22.59498004	0
ppt_183252	0	0	0	0	22.59713578	0
ppt_193688	0	0	0	0	22.59292799	0
ppt_79179	0	0	0	0	22.5912187	0
ppt_255057	0	0	0	0	22.57975567	0
ppt_36998	0	0	0	0	22.56398441	0
ppt_253650	0	0	0	0	22.57260894	0
ppt_74217	0	0	0	0	22.57358438	0
ppt_125199	0	0	0	0	22.57110029	0
ppt_199599	0	0	0	0	22.5669028	0
ppt_61851	0	0	0	0	22.56750744	0
ppt_36990	0	0	0	0	22.5557164	0
ppt_165059	0	0	0	0	22.56257359	0
ppt_135945	0	0	0	0	22.56427969	0
ppt_264348	0	0	0	0	22.56177651	0
ppt_36995	0	0	0	0	22.55477508	0
ppt_49167	0	0	0	0	22.55881794	0
ppt_211811	0	0	0	0	22.55898278	0
ppt_52219	0	0	0	0	22.55662678	0
ppt_192656	0	0	0	0	22.5434707	0
ppt_158317	0	0	0	0	22.54682692	0
ppt_127130	0	0	0	0	22.54671483	0
ppt_243975	0	0	0	0	22.54096886	0
ppt_50186	0	0	0	0	22.54241206	0
ppt_110510	0	0	0	0	22.53259723	0
ppt_170137	0	0	0	0	22.53229797	0
ppt_255838	0	0	0	0	22.53317384	0
ppt_150902	0	0	0	0	22.53191108	0
ppt_113370	0	0	0	0	22.53092003	0
ppt_146945	0	0	0	0	22.52767105	0
ppt_39967	0	0	0	0	22.52755746	0
ppt_254409	0	0	0	0	22.52974433	0
ppt_130782	0	0	0	0	22.52784009	0
ppt_58812	0	0	0	0	22.52447902	0
ppt_86037	0	0	0	0	22.51824977	0
ppt_120801	0	0	0	0	22.52078873	0
ppt_70351	0	0	0	0	22.51790954	0
ppt_153340	0	0	0	0	22.51572098	0
ppt_54228	0	0	0	0	22.51361238	0
ppt_91890	0	0	0	0	22.49857322	0
ppt_203055	0	0	0	0	22.4953823	0
ppt_250435	0	0	0	0	22.49416097	0
ppt_97736	0	0	0	0	22.49529665	0
ppt_42390	0	0	0	0	22.49255695	0
ppt_106228	0	0	0	0	22.48893931	0
ppt_73443	0	0	0	0	22.48547249	0
ppt_255115	0	0	0	0	22.47914555	0
ppt_256198	0	0	0	0	22.47209221	0
ppt_55781	0	0	0	0	22.47245826	0
ppt_179363	0	0	0	0	22.47051038	0
ppt_219712	0	0	0	0	22.46810155	0
ppt_156350	0	0	0	0	22.46900594	0
ppt_95772	0	0	0	0	22.46841579	0
ppt_185422	0	0	0	0	22.46877566	0
ppt_44214	0	0	0	0	22.46740762	0
ppt_82563	0	0	0	0	22.4673967	0
ppt_246271	0	0	0	0	22.46489763	0
ppt_174974	0	0	0	0	22.46839336	0
ppt_187251	0	0	0	0	22.4597377	0
ppt_251311	0	0	0	0	22.46102738	0
ppt_230075	0	0	0	0	22.45825225	0
ppt_168523	0	0	0	0	22.45184619	0
ppt_83860	0	0	0	0	22.45062027	0
ppt_211812	0	0	0	0	22.45091217	0
ppt_170252	0	0	0	0	22.4514753	0
ppt_70863	0	0	0	0	22.4517123	0
ppt_169853	0	0	0	0	22.45116256	0
ppt_177553	0	0	0	0	22.44837825	0
ppt_120505	0	0	0	0	22.44594549	0
ppt_100341	0	0	0	0	22.43525789	0
ppt_52739	0	0	0	0	22.4370117	0
ppt_204768	0	0	0	0	22.43613685	0
ppt_218124	0	0	0	0	22.42722277	0
ppt_124847	0	0	0	0	22.42513959	0
ppt_206348	0	0	0	0	22.42354596	0
ppt_88138	0	0	0	0	22.42945415	0
ppt_251889	0	0	0	0	22.41689803	0
ppt_188883	0	0	0	0	22.41696125	0
ppt_194054	0	0	0	0	22.41511405	0
ppt_209702	0	0	0	0	22.41086	0
ppt_52696	0	0	0	0	22.4065044	0
ppt_37416	0	0	0	0	22.40150659	0
ppt_155727	0	0	0	0	22.40065717	0
ppt_225444	0	0	0	0	22.40276776	0
ppt_239328	0	0	0	0	22.39864243	0
ppt_198979	0	0	0	0	22.40119178	0
ppt_35732	0	0	0	0	22.39566372	0
ppt_232135	0	0	0	0	22.3894088	0
ppt_251730	0	0	0	0	22.38793549	0
ppt_178162	0	0	0	0	22.38448998	0
ppt_101095	0	0	0	0	22.3795565	0
ppt_209786	0	0	0	0	22.38155563	0
ppt_113581	0	0	0	0	22.37931632	0
ppt_79101	0	0	0	0	22.37136478	0
ppt_216716	0	0	0	0	22.37236042	0
ppt_141286	0	0	0	0	22.37220642	0
ppt_236962	0	0	0	0	22.36890873	0
ppt_202996	0	0	0	0	22.36436437	0
ppt_194928	0	0	0	0	22.3673078	0
ppt_194870	0	0	0	0	22.35975606	0
ppt_91961	0	0	0	0	22.35412446	0
ppt_144775	0	0	0	0	22.34940067	0
ppt_87580	0	0	0	0	22.34238885	0
ppt_39047	0	0	0	0	22.34454869	0
ppt_192767	0	0	0	0	22.34057626	0
ppt_57245	0	0	0	0	22.34288029	0
ppt_141209	0	0	0	0	22.3300718	0
ppt_164878	0	0	0	0	22.32721571	0
ppt_48195	0	0	0	0	22.32699834	0
ppt_41577	0	0	0	0	22.32231027	0
ppt_160149	0	0	0	0	22.32028674	0
ppt_161323	0	0	0	0	22.32485439	0
ppt_141745	0	0	0	0	22.3201078	0
ppt_198777	0	0	0	0	22.31794684	0
ppt_223424	0	0	0	0	22.31710312	0
ppt_126966	0	0	0	0	22.31548087	0
ppt_41480	0	0	0	0	22.31657301	0
ppt_168596	0	0	0	0	22.31186633	0
ppt_65864	0	0	0	0	22.31284177	0
ppt_252644	0	0	0	0	22.30685103	0
ppt_183232	0	0	0	0	22.30226142	0
ppt_63421	0	0	0	0	22.30282455	0
ppt_120255	0	0	0	0	22.29651956	0
ppt_244583	0	0	0	0	22.28160086	0
ppt_170803	0	0	0	0	22.29441095	0
ppt_142481	0	0	0	0	22.29791341	0
ppt_256448	0	0	0	0	22.29019476	0
ppt_179386	0	0	0	0	22.29241062	0
ppt_126782	0	0	0	0	22.29232816	0
ppt_98421	0	0	0	0	22.29181008	0
ppt_107394	0	0	0	0	22.27848956	0
